hash,count
-1743828232,1
-1666811201,1
-1522716851,1
-996383152,1
-1353584446,1
3703202,1
-1423309854,1
3863,1
1524596286,1
120340408,1
145849570,1
3672,1
110171,1
1700382946,1
-1505421524,1
140134238,1
-140160717,1
2972,1
-1760547510,1
-1368331865,1
-210451553,1
1092737042,1
4005971,1
127074469,1
-1034197482,1
-1718415214,1
-1421362070,1
-732744727,1
309262152,1
141431882,1
140227870,1
-1528822839,1
-132333302,1
3783650,1
-832834820,1
140124253,1
1400629634,1
3976,1
289852713,1
-1623923189,1
1036287677,1
107295211,1
3667259,1
131831579,1
3721621,1
140770856,1
109,1
3790183,1
-284932377,1
122813608,1
348566148,1
-1992273067,1
212200567,1
3667068,1
384399741,1
-841611655,1
227506136,1
-57664580,1
-1732725283,1
-445863745,1
3815443,1
-2035983412,1
4028,1
3958693,1
1448331008,1
-1694649113,1
1754967446,1
-1667232117,1
486708013,1
130971538,1
3767,1
-1363265390,1
-301525470,1
224224320,1
4394520,1
2962498,1
134550704,1
131309,1
132395560,1
2084466727,1
94914016,1
420342306,1
131972809,1
1923903577,1
4249790,1
80731547,1
974876588,1
874476103,1
252096990,1
4210116,1
3682306,1
3846943,1
114070319,1
-481290927,1
136813556,1
1799483612,1
4296800,1
-1373365254,1
-364117072,1
-1093968586,1
3580,1
-1380995752,1
-1341579179,1
3783649,1
139522101,1
2849242,1
91366192,1
120342289,1
-144729324,1
207529506,1
1923747846,1
945782930,1
1221103695,1
3135281,1
3963276,1
136945197,1
-1622965534,1
120441587,1
145269198,1
-131615334,1
1365600711,1
3718310,1
21043701,1
1663519420,1
4262854,1
-101490569,1
-1381611340,1
126468391,1
122023,1
3990197,1
-678857508,1
-262761678,1
1801707287,1
126359987,1
140451798,1
4293341,1
-128391047,1
144740183,1
897171531,1
124279,1
389614135,1
126944878,1
744330588,1
-1333719049,1
106786416,1
-1358355441,1
3990758,1
219873336,1
120435154,1
3617048,1
142817303,1
-184087710,1
4030433,1
3999536,1
121620775,1
-126066662,1
3779012,1
-1170008888,1
3995095,1
683737696,1
106713167,1
350471067,1
3635726,1
-174416301,1
-638846675,1
55731632,1
-1599643318,1
-1784482729,1
-962479863,1
103468697,1
-1593023656,1
-184080885,1
55248399,1
-1560783231,1
-160104485,1
120333790,1
145241416,1
-563021382,1
-833144817,1
130099,1
4299977,1
-1436413461,1
4277996,1
133364,1
-1716637841,1
2517239,1
179713949,1
138933685,1
4277957,1
185637339,1
133385741,1
1428167986,1
-284593487,1
-323224366,1
-96652941,1
-1599492114,1
-1248786992,1
4394744,1
141794978,1
3999008,1
-2089928484,1
-1093947598,1
3718027,1
4282411,1
121394,1
1763394688,1
140501065,1
-1858957693,1
3829109,1
-173859873,1
67609355,1
-1535543446,1
-1319114192,1
4221012,1
3868361,1
-1174849791,1
50754888,1
1065725708,1
334167390,1
4394512,1
-878131250,1
120553675,1
116821,1
4251227,1
141773186,1
3998956,1
1816614309,1
3630814,1
-1370869599,1
4350110,1
-639098132,1
3613747,1
1349535173,1
-316880390,1
-720603756,1
-1751295280,1
1538465924,1
126032627,1
-740255803,1
-879675481,1
109667122,1
-917992833,1
82260989,1
3994931,1
1642245235,1
-1441039721,1
-1323641023,1
124980482,1
-367207905,1
3635561,1
-1225611019,1
-1303381796,1
2023878638,1
3775118,1
104868702,1
4299587,1
118883,1
-1811567138,1
1252881935,1
332549973,1
111788,1
3646385,1
-13096668,1
2524,1
-945865877,1
4243881,1
-1226235431,1
-1536933083,1
102098716,1
126944884,1
118533392,1
118681037,1
3968483,1
-1587794199,1
-1184974454,1
-85468563,1
3819851,1
332540259,1
-144650431,1
361609302,1
3135407,1
3862362,1
-742254858,1
112666,1
3099563,1
-96103296,1
4385768,1
83,1
340872111,1
363735966,1
-1861622784,1
99,1
140658970,1
4149600,1
129771,1
128536,1
3829234,1
-1741456105,1
-1455933343,1
109504,1
-1436372267,1
3990394,1
-1250684592,1
387168768,1
3796659,1
99396658,1
141431864,1
-940830407,1
140243012,1
-1474115310,1
906284407,1
1125859855,1
140242973,1
-1283678676,1
-1440799841,1
3510,1
3933776,1
-661392229,1
3311687,1
-555287901,1
141172823,1
3639803,1
71,1
-761523378,1
-1680070070,1
-27903566,1
337425988,1
140788564,1
4112736,1
20719179,1
-208021706,1
4221593,1
140227668,1
498921027,1
3642890,1
138950284,1
4112165,1
119827438,1
131687869,1
-131820318,1
187865500,1
4026398,1
-1743458881,1
4262524,1
2676169,1
4011983,1
-666367663,1
3850878,1
140775662,1
-320760035,1
4066376,1
-101399088,1
334119535,1
4286458,1
142818174,1
3896827,1
-1566704377,1
-105701732,1
302106978,1
-978456236,1
481142145,1
89762,1
3846811,1
-288366246,1
-335670260,1
140375912,1
894076957,1
-1593388767,1
145233572,1
127456081,1
327219195,1
4035149,1
-2094240003,1
140519578,1
144867871,1
-1082664766,1
-1436100805,1
-284592719,1
-1182139959,1
-81884223,1
458530953,1
2883,1
131984788,1
94426,1
1125304871,1
87005210,1
-1119014901,1
129767,1
129206,1
-482717116,1
121193,1
120426619,1
-1771775993,1
-441619409,1
-829140569,1
333060714,1
94919,1
109143,1
-556533489,1
4143026,1
119958899,1
3631131,1
-812432568,1
-2101578279,1
67361063,1
120226063,1
294700989,1
1945924379,1
-1706217794,1
3774786,1
-1333319596,1
-1000025361,1
3810842,1
-183837478,1
21302883,1
100370,1
2467064,1
333153518,1
134558558,1
2917,1
80768,1
88724,1
140659118,1
285652188,1
-339744730,1
-1300925715,1
703609478,1
-163495761,1
125279,1
140674481,1
122802217,1
-1632768646,1
74648,1
135218,1
-1379090958,1
119817731,1
3653111,1
84959578,1
372267319,1
178928480,1
337804650,1
140481379,1
-968523109,1
342311783,1
4333297,1
-1588612934,1
-1740584752,1
346773846,1
3846753,1
141163112,1
-96658676,1
-1741717644,1
-128086127,1
-279985278,1
285177684,1
-382833411,1
114395,1
126951430,1
1059422104,1
418320090,1
-1828935076,1
1751482912,1
135432572,1
336393372,1
-1715211792,1
1260147971,1
4389807,1
-331359952,1
893314609,1
130960054,1
4401245,1
139315144,1
-925204796,1
4278122,1
-966476089,1
124916,1
612624592,1
1801989720,1
-358489923,1
121612529,1
-1744361347,1
3711478,1
-663881269,1
4227896,1
138331496,1
104867831,1
-805325096,1
1740495975,1
2532353,1
-340447671,1
1223282709,1
539417685,1
133445925,1
798578736,1
583294627,1
4210718,1
3646813,1
121396918,1
486229291,1
3745318,1
481461372,1
141422003,1
-215670337,1
119103015,1
125536,1
133159,1
219891849,1
113491,1
149106746,1
50449626,1
-689361689,1
-880357020,1
128820,1
4461681,1
1560836065,1
-801793038,1
-1608331034,1
94929452,1
-1093983519,1
95427343,1
84240838,1
371975556,1
140142497,1
127579,1
-284890947,1
119965373,1
-753209898,1
3667292,1
-2101741466,1
-262324975,1
144980057,1
223978993,1
95514,1
156752079,1
4071146,1
-589091491,1
162348455,1
207439127,1
144734221,1
133377640,1
145241684,1
2466154,1
4206184,1
418728957,1
143824407,1
-301498071,1
290287468,1
-809880703,1
698894508,1
-1844197312,1
125757901,1
95947,1
1149675545,1
136434456,1
3826054,1
1391746064,1
75175,1
2633437,1
121048,1
-89024452,1
3994498,1
86182987,1
-164075112,1
-606657042,1
136436833,1
-1960151235,1
-1590573412,1
106786131,1
122002,1
3990250,1
-1710468122,1
-1372672907,1
136036957,1
-1333709758,1
135957575,1
3779004,1
3739186,1
-1711856056,1
1043239109,1
102509440,1
2984635,1
103937020,1
136685210,1
1045663243,1
126951445,1
134066383,1
4254331,1
-667866113,1
-13333163,1
289775773,1
131818733,1
1671731064,1
-293618426,1
139517713,1
-1675860791,1
3643220,1
-1243514323,1
136632,1
119040143,1
111694,1
-280901940,1
-2086644659,1
481073238,1
84539455,1
-286378324,1
95642965,1
140530311,1
-1732580146,1
1809473546,1
4256983,1
3907,1
342533082,1
115480,1
2790662,1
-1251311629,1
2855953,1
1956436121,1
98760931,1
419326725,1
-2086788089,1
127463,1
119817604,1
116837,1
-1359050960,1
2696763,1
3862302,1
141172691,1
119284838,1
-1293702378,1
-958748245,1
-1139850962,1
1664810646,1
-1082727919,1
854934277,1
-723784817,1
2962181,1
141467800,1
1649805889,1
-475544935,1
140243120,1
3631123,1
119829451,1
3855194,1
1836390199,1
1683323962,1
1378304080,1
326871176,1
788930242,1
119821834,1
141178126,1
-1906533860,1
126055193,1
126371597,1
-1808079375,1
125080463,1
-1685344870,1
-1319500773,1
120441992,1
4155825,1
-336238421,1
-174337056,1
231099838,1
114659,1
333166651,1
4386035,1
290244503,1
-1821425632,1
2126819897,1
-211151203,1
4221462,1
1744276409,1
3810877,1
-1099291203,1
1644660349,1
-1090014291,1
-2108113753,1
-932332084,1
664183841,1
66970098,1
3940444,1
3667141,1
122705863,1
4394578,1
122266,1
-1029347432,1
2134580943,1
-610868389,1
1519466844,1
-1000369357,1
-801811411,1
3631196,1
1010904867,1
-115337324,1
1366770962,1
119040145,1
-1328412612,1
1702509675,1
-540229031,1
2096265805,1
-707938662,1
4246061,1
-1736671130,1
3635264,1
-936592844,1
76737,1
84,1
78827,1
1654108312,1
490915620,1
-880362326,1
-1893962467,1
90123341,1
-1353035786,1
280713000,1
128228710,1
140709085,1
-616243315,1
-691196376,1
1391932746,1
-323741207,1
1449312658,1
117713,1
-281629413,1
1616608240,1
131813,1
127668442,1
121256929,1
110023,1
-213485503,1
1975205665,1
65365610,1
1389456902,1
-1772546902,1
-309665748,1
120336844,1
856815493,1
3774879,1
127434868,1
1124785175,1
109562,1
-1349704439,1
-1837293091,1
126155821,1
121616296,1
-174564191,1
3779243,1
447744064,1
132407258,1
993277653,1
3682413,1
-985715445,1
-1588397814,1
126140602,1
140498011,1
2002131961,1
339660069,1
-1882247145,1
-1214303559,1
3640114,1
4401145,1
140674217,1
234341071,1
-285276870,1
-1104426717,1
-802631371,1
1679763410,1
140443250,1
-648482157,1
3646126,1
-684220242,1
573251015,1
1445060212,1
121513210,1
2876414,1
489376863,1
363922974,1
120537287,1
2355,1
1907840613,1
-1714987220,1
-349067808,1
-1659350462,1
106036884,1
2140564465,1
4278062,1
276745367,1
-2097159288,1
-43937785,1
-811228905,1
-1442592541,1
145241648,1
2023898352,1
-1548634184,1
143840879,1
-914527926,1
285403896,1
131841048,1
490739202,1
-1207461573,1
-1333889191,1
3850752,1
-1590951837,1
619517027,1
107026427,1
-363901575,1
-27949320,1
75634,1
-908624230,1
-1573214044,1
110482,1
1970153146,1
-1042208812,1
3649405,1
-692707263,1
140243219,1
-1530428441,1
2623,1
1052330504,1
2496420,1
73427,1
2819925,1
2229,1
3099608,1
101307858,1
99613,1
97428,1
2130713596,1
3207156,1
2493,1
83563793,1
-302157526,1
90008,1
4214512,1
-1553541284,1
-976430605,1
1816400062,1
131818550,1
127458061,1
426606162,1
-1870377560,1
836335349,1
-711513127,1
-140578780,1
1616856545,1
124208749,1
4253932,1
-1314577166,1
140782169,1
1123563317,1
-1249240657,1
119069325,1
16052828,1
140242616,1
3959060,1
111784,1
347391165,1
1929346766,1
-135868117,1
4255858,1
-289391070,1
127079089,1
-330878618,1
-593920096,1
-1535210302,1
122331302,1
145241663,1
-1360409445,1
481081950,1
324416484,1
140519156,1
-1328693523,1
2454,1
4262401,1
133004338,1
-112955337,1
128117,1
-320894688,1
-979648935,1
104886252,1
4215065,1
667518512,1
3790216,1
138709332,1
-277388810,1
335085114,1
94610457,1
-238460343,1
451781656,1
-407768025,1
124954670,1
-1862018091,1
4134152,1
-1745172262,1
231573805,1
1840684361,1
587631570,1
918794480,1
-1760257410,1
2131067414,1
-1821414503,1
3204454,1
116573,1
1917967720,1
309469707,1
4249786,1
-316479570,1
144742423,1
-1166794908,1
110698,1
3681959,1
1623838303,1
332544538,1
780735239,1
442114729,1
-288366232,1
-1118970759,1
145209291,1
-273610332,1
102296472,1
-2124593341,1
2607572,1
2653,1
-202244495,1
-1938464324,1
-223038225,1
-2072052068,1
742669835,1
2299,1
348394937,1
1590724221,1
-691323789,1
-1103421855,1
3822424,1
-1200914870,1
2023898008,1
-1509906111,1
291713413,1
-1380507671,1
1950023621,1
-1660984379,1
55031405,1
140530616,1
-1084974979,1
-1359469089,1
127468,1
3862124,1
-1111245817,1
1502668232,1
940109401,1
-1089136197,1
-1082789098,1
984317209,1
2705312,1
132179595,1
230592479,1
380269969,1
3235898,1
-1916700917,1
371683401,1
4250474,1
127457,1
2790436,1
916134976,1
1816687558,1
1381703181,1
3667028,1
364035141,1
-1744516495,1
120426439,1
90046348,1
-484249404,1
-501129744,1
3786503,1
140677073,1
3847024,1
-2116779696,1
-1353114534,1
347054577,1
3738641,1
1443696943,1
1060246716,1
186215231,1
-1348037642,1
120552944,1
141305983,1
90250184,1
123343324,1
762936911,1
-708510387,1
131696273,1
140411709,1
364659763,1
133024659,1
130283,1
4250837,1
122493580,1
4205965,1
-423327157,1
144740259,1
-1558784548,1
3323247,1
3646740,1
2568488,1
-234183840,1
489243687,1
119247284,1
-1555492655,1
4252853,1
385464672,1
134569000,1
-340595775,1
1398843971,1
140667326,1
121405094,1
4026339,1
4254146,1
3786961,1
1839143971,1
482695414,1
2999471,1
-246081465,1
103482392,1
-772158944,1
1882576499,1
2752301,1
107064227,1
1679858878,1
3639843,1
-1066669985,1
1640198117,1
3631189,1
-1119511285,1
2041055055,1
-335914953,1
1974262741,1
4227632,1
134570089,1
-1880195729,1
-1009004306,1
72,1
268840112,1
-905558730,1
-1930002277,1
-903752502,1
127075069,1
-1033577856,1
-1319611422,1
459716230,1
118082,1
140658949,1
1532266823,1
1641721060,1
132912,1
4246053,1
1786766008,1
3999314,1
123379742,1
-340955131,1
1335882432,1
89718970,1
122699185,1
-1779237732,1
120331315,1
3933833,1
-105786684,1
564195868,1
295139556,1
-1659249185,1
252240739,1
-1353926140,1
118017,1
-259155052,1
74714,1
144975707,1
77353,1
2007296614,1
4035209,1
339669793,1
-638858364,1
-1671577754,1
-1910927675,1
1917930275,1
-183860347,1
-761380877,1
163183095,1
144980321,1
-813447652,1
80,1
3828956,1
138933635,1
3999272,1
124567922,1
-262295092,1
-1082975805,1
2033794306,1
-2023518296,1
-1964270648,1
129637,1
-691979367,1
458307942,1
3199962,1
2630,1
-1235736336,1
86213,1
88920,1
301718205,1
-2086088132,1
134192404,1
-2057656072,1
-1357077657,1
-991286419,1
124853042,1
60439375,1
553185041,1
2091156548,1
113304,1
-1424637265,1
121612004,1
306957562,1
-773128331,1
337425804,1
-1962863339,1
1471858577,1
490659957,1
-919273809,1
145339691,1
3132369,1
140236459,1
140242690,1
206906898,1
-59523356,1
2561471,1
140770722,1
877667686,1
-1894061291,1
-316725984,1
-1527727709,1
3707134,1
-1995296631,1
-167311917,1
-1754719889,1
3127973,1
-1048640677,1
-1930831005,1
4293679,1
4296415,1
133378118,1
132545923,1
-745914687,1
-546066994,1
3790232,1
-1082541832,1
-1877573041,1
353109809,1
207455800,1
-1323709772,1
139083122,1
140232018,1
97973154,1
-1906134182,1
-322082420,1
2643508,1
283187502,1
1656099076,1
4066492,1
333942804,1
-1657898330,1
1604312634,1
103718593,1
-1040308713,1
-961257138,1
372295810,1
-2135774279,1
479065141,1
450445903,1
-262176633,1
1645246102,1
1242010725,1
-881939000,1
3244796,1
-1821407324,1
-643626074,1
-972750281,1
-1396935888,1
904144770,1
-481095607,1
-320764586,1
-1035476820,1
-260010,1
-903766428,1
133004405,1
130207,1
3774780,1
4145867,1
-1604101684,1
119025037,1
133599191,1
140674151,1
4385717,1
-1194742590,1
733974691,1
-211760176,1
-1535339378,1
119033873,1
-1192337013,1
-938643060,1
89788215,1
138709352,1
120925,1
-736614326,1
216459321,1
122478362,1
346790826,1
128854701,1
93821,1
1685247290,1
299987028,1
134055223,1
87470219,1
133161979,1
4386244,1
130970870,1
4062276,1
136709894,1
-895725666,1
-1982732837,1
-1416409185,1
231198921,1
-1737448097,1
140266648,1
-105812806,1
-2116853103,1
-281771049,1
-878917547,1
1023555489,1
-864842175,1
497998476,1
-3820347,1
145465233,1
-862716309,1
-1017616439,1
4149734,1
122196217,1
2021891779,1
2056649984,1
123391988,1
119818732,1
167117698,1
-903911628,1
235687463,1
-2001020333,1
342636159,1
1790397668,1
620914536,1
3703040,1
-277428818,1
370454010,1
125081044,1
-1594401901,1
-1950021813,1
-1869209637,1
-238997520,1
144728744,1
124561090,1
4249988,1
-358742635,1
141886486,1
4133951,1
1778341206,1
-1009031430,1
228631248,1
-1040020721,1
1108951793,1
1614029056,1
342543147,1
727786995,1
102278156,1
3442,1
113841761,1
198940580,1
113306,1
122807000,1
-399735335,1
1362867800,1
-82064547,1
-1364141973,1
2077496338,1
119033321,1
-131828745,1
127454556,1
1903941656,1
3676057,1
332552151,1
4301858,1
3635230,1
3703042,1
133599202,1
332682252,1
340170795,1
1234428460,1
-1742677963,1
3667273,1
-1701721555,1
140658905,1
1353290312,1
373336290,1
1941169324,1
141665387,1
136036971,1
102120515,1
418046274,1
3707591,1
3071485,1
-726026621,1
89505084,1
234193750,1
-252835143,1
-754225223,1
-566170628,1
4077680,1
-167309261,1
220398219,1
124850980,1
801726380,1
-800294729,1
-320618003,1
2136091907,1
-144781529,1
3846986,1
122918026,1
207447831,1
121504730,1
88410515,1
